product_Id,vendor_name,product_name,product_description,parent_category,sub_category
CC107,Tekweld,Ribbon Shaped Credit Card Mints,"Support a good cause with these sugar free, PINK ribbon credit card mints. This time tested favorite is guaranteed to keep your name and reputation relevant and respected in the eyes of your clients. Lightweight plastic container is credit card size with a snap lock closure and holds approximately 50 sugar free peppermints. Ribbon shaped mints are great to give away at breast cancer awareness marches, races, fundraisers and more!\
Our credit card mints are offered with Digitek (Full color process direct to item) or a more traditional method of direct printing",Accessories,Food & Confectionery
CC112,Tekweld,House Shaped Pick ‘n’ Mints,"Utilizing this Pick 'n' Mints combination will revitalize your marketing effort. Ten toothpicks and 30-35 sugar-free mints are included in this inventive and enjoyable combo. The mints are created in the USA and have FDA approval. The container is comprised of 30% recycled plastic. The front of every container is frosted. The container's back is colored. Mints are a fantastic giveaway for conferences, workshops, restaurants, and other events.",Accessories,Food & Confectionery
CC113,Tekweld,Coffee Cup Shaped Pick ‘n’ Mint,"Utilizing this Pick 'n' Mints combination will revitalize your marketing effort. Ten toothpicks and 30-35 sugar-free mints are included in this inventive and enjoyable combo. The mints are created in the USA and have FDA approval. The container is comprised of 30% recycled plastic. The front of every container is frosted. The container's back is colored. Mints are a fantastic giveaway for conferences, workshops, restaurants, and other events.",Accessories,Food & Confectionery
CC114,Tekweld,Delivery Truck Shaped Pick ‘n’ Mints,"Utilizing this Pick 'n' Mints combination will revitalize your marketing effort. Ten toothpicks and 30-35 sugar-free mints are included in this inventive and enjoyable combo. The mints are created in the USA and have FDA approval. The container is comprised of 30% recycled plastic. The front of every container is frosted. The container's back is colored. Mints are a fantastic giveaway for conferences, workshops, restaurants, and other events.",Accessories,Food & Confectionery
CC115,Tekweld,Semi Truck Shaped Pick ‘n’ Mints,"Utilizing this Pick 'n' Mints combination will revitalize your marketing effort. Ten toothpicks and 30-35 sugar-free mints are included in this inventive and enjoyable combo. The mints are created in the USA and have FDA approval. The container is comprised of 30% recycled plastic. The front of every container is frosted. The container's back is colored. Mints are a fantastic giveaway for conferences, workshops, restaurants, and other events.",Accessories,Food & Confectionery
CC116,Tekweld,Heart Shaped Pick 'N' Mint,"Utilizing this Pick 'n' Mints combination will revitalize your marketing effort. Ten toothpicks and 30-35 sugar-free mints are included in this inventive and enjoyable combo. The mints are created in the USA and have FDA approval. The container is comprised of 30% recycled plastic. The front of every container is frosted. The container's back is colored. Mints are a fantastic giveaway for conferences, workshops, restaurants, and other events.",Accessories,Food & Confectionery
CC203,Tekweld,T-Shirt Credit Card Mints,"Create a unique and fun promotional campaign with these t-shirt shaped credit card mints. This time tested favorite is guaranteed to keep your name and reputation relevant in the eyes of your clients. Lightweight plastic container is credit card size with snap lock closure and holds approximately 50 sugar free peppermints. Our credit card mints are offered with fully branded, full color decal for the ultimate customized look. We also offer Digitek (Full color process direct to item) or a more traditional method of direct printing.Mints act as a great giveaway at conventions, hotels and more!",Accessories,Food & Confectionery
CC205,Tekweld,Tooth Credit Card Mints,"You won’t have to pull any teeth with clients when using these tooth shaped mints. This fun and creatively designed case opens to reveal approximately 45-50 sugar free mints. These mints add a new twist on an old time classic.
Our credit card mints are offered with fully branded, full color decal for the ultimate customized look. We also offer Digitek (Full color process direct to item) or a more traditional method of direct printing.
These mint act as a great giveaway at conventions, meetings, restaurants, hotels and more!",Accessories,Food & Confectionery
CC206,Tekweld,Square Credit Card Mints,"Freshen things up with these square shaped credit card mints. Our credit card mints are offered with fully branded, full color decal for the ultimate customized look. We also offer Digitek (Full color process direct to item) or a more traditional method of direct printing.Mints act as a great giveaway at conventions, meetings, hotels, restaurants, hotels and more!",Accessories,Food & Confectionery
CCB- 8535,LBU Inc,Clear Cross Body Bag -Stadium Approved,"Stadium-Approved Clear Vinyl Crossbody Bag - This versatile 8"" x 5"" x 3.5"" crossbody bag is perfect for events requiring clear bags, such as concerts, sporting events, and festivals. Made from durable clear vinyl, it allows for quick security checks and keeps your belongings visible. Features a reliable zipper closure and a comfortable, adjustable shoulder strap. Made in the USA--Cut, Printed, Sewn and Shipped from NJ!Screen Printed Vinyl Cross Body Bag - 8""w x5""h x3.5""dAny Stock Color Zipper, Any Stock Color 1.5"" Webbing You've got your next promotion in the bag, Order YOURS Today!",Bags,Others
CCB001,Peerless Umbrella Co Inc,Camo Commuter Brief Carrying Case,"There’s no need to hide this cool camouflage commuter bag. This padded case features great messenger bag styling with a dual zippered closure, a large interior pocket that can accommodate most 15"" laptops or devices, reinforced handles and an attachable padded shoulder strap.",Bags,Business Bags
CCB24N,Koozie Group,Garyline® Color-Changing Bike Bottle - 24 oz.,"Make a splash with this 24 oz. color-changing bottle. Just add ice-cold liquid and watch the bottle transform into a vibrant new shade. Featuring a convenient push-pull lid and bold color choices, this bottle is an affordable giveaway that’s a refreshing way to keep your brand noticed sip after sip!",Tradeshow,Tradeshow
CCBKT-Full SizeTone on Tone,Towel Specialties,Clifton Classic Blanket,"Regardless of the season, there’s always a place for the Clifton Classic Blanket. Remarkably soft and cozy, this lighter weight version of our Kingston Blanket is priced to suit smaller budgets. Great for picnics, beach bonfires, concerts, boats, sporting events and tailgating...or everyday use around the home or office. Shipped in the environmentally-friendly Shipley Reusable Totebag for FREE. The black totebags are blank. Contact factory for decorating options. Colors: Black, red, navy, light grey, granite grey 50"" x 60"".",Accessories,Blankets & Throws
CCC-6832,LBU Inc,"Clear Vinyl Zippered Pouch (8'w x 6""h x 2""d)","Your campaign can be as unique as your brand. Let us design a serious of zippered pouches using both screen print and sublimation to create excitement for your launch. Fully customizable, this cut to order case gives you the opportunity to choose the size, materials, construction and printing options. Feature options include pockets, other fabrics, handle sizing, gusset and lining. Design each one with an imprinted brand name or other advertise.",Bags,Others
CCC-6833,LBU Inc,Iridescent Zippered Bag,"Give your next promotion a total makeover by creating a stand-out product such as this cosmetic case! Fully customizable, this cut to order case gives you the opportunity to choose the size, materials, construction and printing options.",Bags,Others
CCC-6834,LBU Inc,Custom Zippered Faux Leather Cosmetic Bag,"Give your next promotion a total makeover by creating a stand-out product such as this cosmetic case! Featuring Vegan leather, debossed foil print, sublimated lining, and a tassel.",Bags,Others
CCH103,St Regis Crystal,Cacharel® Iris Watch,"This Cacharel® Iris watch features a classic frame, enhanced by a beautiful yet understated crystal ring. The strap is made of carefully selected soft-grained leather. An elegant touch to any outfit. 

Product Size: Dia. 1"" / Strap: 8.6""",Apparel,Women's
CCH201,St Regis Crystal,Cacharel® Alesia Sunglasses,The Cacharel® Alesia sunglasses are classic and timeless. The tortoise or black with gold Cacharel® signature on the temples will fit your style and will be matchable with any outfit. Complete with a pouch for decoration and are packaged in a beautiful Cacharel® case.,Accessories,Sunglasses & Eyewear
CCH202,St Regis Crystal,Cacharel® Timeless Sunglasses,"The Cacharel® Timeless Sunglasses are rounded for a retro-chic look. They are signed Cacharel® on the temples and adorned with gold metal details. Offering great sun protection, these glasses guarantee you all-day comfort during any outdoor activity or while driving. They are available in black or pink and come complete with a pouch for decoration and are packaged in a beautiful Cacharel® case.",Accessories,Sunglasses & Eyewear
CCH202,St Regis Crystal,Cacharel® Timeless Sunglasses,"The Cacharel® Timeless Sunglasses are rounded for a retro-chic look. They are signed Cacharel® on the temples and adorned with gold metal details. Offering great sun protection, these glasses guarantee you all-day comfort during any outdoor activity or while driving. They are available in black or pink and come complete with a pouch for decoration and are packaged in a beautiful Cacharel® case.",Apparel,Women's
CCH203,St Regis Crystal,Cacharel® Alma Sunglasses,"The ""Alma"" sunglasses are the perfect summer accessory, with their mix of gold metal & brown acrylic finishes. The Cacharel® signature is engraved on the temples. Complete with a pouch for decoration and are packaged in a beautiful Cacharel® case.",Accessories,Sunglasses & Eyewear
CCH204,St Regis Crystal,Cacharel® Odeon Sunglasses,"The Cacharel® Odeon Sunglasses are the perfect trendy accessory for every occasion, with their mix of tortoise acrylic & gold accents. The Cacharel® signature is engraved on the temples and they come packaged in a beautiful Cacharel® box.",Accessories,Sunglasses & Eyewear
CCH3005,St Regis Crystal,Cacharel® Alma Tote Bag,"The Cacharel® Alma Tote Bag is a true essential. Light & roomy, it is the perfect trendy accessory to carry around and to hold everything you need. It is large enough to carry your laptop & files or even an overnight bag. They are made of carefully chosen pebbled grain leatherette. The signature plate is a slightly oversized and domed version of the iconic ""C"" logo, signed with a Cacharel® engraving. The inside is roomy, yet organized with a small zipped compartment.

Product Size: 15.7"" W x 11.8"" H x 5.1"" D",Bags,Totes
